NAME,C_VALUE,H_VALUE,L_VALUE,A_VALUE,B_VALUE
"bgal 37",46.95,35.44,43.97,38.25,27.22
"bgal 37",48.14,41.22,49.65,36.21,31.72
"bgal 37",50.1,36.15,45.94,40.45,29.55
"bgal 37",49.04,31.91,42.18,41.63,25.93
"bgal 37",47.58,29.12,38.67,41.57,23.16
"bgal 37",42.76,30.97,38.29,36.66,22
"bgal 37",44.95,28.43,39.05,39.52,21.4
"bgal 37",47.45,33.94,41.73,39.37,26.49
"bgal 37",47.56,35.72,43.18,38.61,27.77
"bgal 37",48.8,30.13,40.21,42.2,24.5
"bgal 37",48.92,32.78,39.93,41.13,26.49
"bgal 37",50.01,28.59,39.67,43.92,23.93
"bgal 37",49.76,29.86,39,43.16,24.77
"bgal 37",49.29,32.46,41.95,41.59,26.45
"bgal 37",46.39,30.46,40.23,39.98,23.52
"bgal 37",44.51,28.76,39.28,39.02,21.42
"bgal 37",43.46,31.88,41.02,36.91,22.95
"bgal 37",43.06,35.29,44.16,35.15,24.88
"bgal 37",40.39,36.36,40.18,32.52,23.94
"bgal 37",47.08,33.77,43.13,39.14,26.17
"bgal 37",49.98,31.61,41.44,42.57,26.19
"bgal 37",44.34,38.94,39.82,34.49,27.87
"bgal 37",34.7,24.5,34.67,31.57,14.39
"bgal 37",31.67,35.24,39.72,25.86,18.27
"bgal 37",33.15,24.57,34.61,30.15,13.78
"bgal 37",47.46,34.9,43.54,38.93,27.16
"bgal 37",44.03,39.4,51.54,34.02,27.95
"bgal 37",47.64,31.69,41.1,40.54,25.03
"bgal 37",48.52,33.32,42.46,40.54,26.65
"bgal 37",49.06,35.18,46.15,40.09,28.27
"bgal 37",34.67,44.42,44.16,24.76,24.27
"bgal 37",51.79,33.99,43.64,42.95,28.95
"bgal 37",48.19,30.55,40.83,41.5,24.49
"bgal 37",52.99,32.94,43.09,44.47,28.82
"bgal 37",52.27,29.64,39.24,45.43,25.85
"bgal 37",52.75,32.69,42.9,44.4,28.49
"bgal 37",53.57,31.46,42.58,45.7,27.96
"bgal 37",52,30.43,41.82,44.84,26.33
"bgal 37",44.94,32.46,42.18,37.92,24.12
"bgal 37",49.87,29.96,38.82,43.21,24.91
"bgal 37",38.52,22.31,34.27,35.63,14.62
"bgal 37",45.18,30.67,39.02,38.86,23.04
"bgal 37",43.39,23.9,33.82,39.67,17.58
"bgal 37",43.88,27.59,35.8,38.89,20.32
"bgal 37",38.78,25.27,31.54,35.07,16.55
"bgal 37",41.48,27.33,32.2,36.85,19.04
"bgal 37",43.61,28.12,35.24,38.46,20.56
"bgal 37",40.66,29.01,36.43,35.55,19.72
"bgal 37",45.43,30.75,38.34,39.04,23.23
"bgal 37",52.04,37.09,43.67,41.51,31.38
"bgal 37",48.57,34.36,40.36,40.1,27.42
"bgal 37",51.33,35.06,41.83,42.02,29.49
"bgal 37",45.5,26.39,35.39,40.75,20.22
"bgal 37",46.29,26.13,36.86,41.56,20.39
"bgal 37",44.25,28.55,37.76,38.87,21.15
"bgal 37",41.26,32.33,31.66,34.86,22.06
"bgal 37",47.78,28.2,39.48,42.11,22.58
"bgal 37",43.75,25.07,33.62,39.63,18.54
"bgal 37",39.03,29.08,37.71,34.11,18.97
"bgal 37",40.32,21.83,34.98,37.43,14.99
"bgal 37",39.78,23.61,35.04,36.45,15.93
"bgal 37",45.36,32.51,40.11,38.25,24.38
"bgal 37",45.3,28.64,37.41,39.76,21.71
"bgal 37",49,28.48,36.72,43.07,23.37
"bgal 37",50.51,32.04,41.47,42.82,26.8
"bgal 37",48.8,32.03,40.97,41.38,25.88
"bgal 37",40.58,35.51,42.44,33.03,23.57
"bgal 37",38.58,22.06,33.06,35.75,14.49
"bgal 37",43.12,22.48,33.09,39.85,16.49
"bgal 37",47.96,27.09,35.87,42.7,21.84
"bgal 37",37.17,22.42,33.77,34.36,14.18
"bgal 37",39.04,24.83,35.83,35.43,16.4
"bgal 37",37.95,29.04,36.62,33.18,18.42
"bgal 37",41.9,29.57,36.62,36.45,20.68
"bgal 37",43.89,33.34,37.86,36.66,24.12
"bgal 37",33.54,21.06,30.66,31.3,12.05
"bgal 37",34.07,25.64,34.94,30.71,14.74
"bgal 37",37.6,21.75,31.21,34.93,13.93
"bgal 37",44.76,24.65,35.04,40.68,18.67
"bgal A15",43.08,26.63,35.13,38.51,19.31
"bgal A15",37.26,31.95,41.02,31.62,19.72
"bgal A15",38.95,24.73,38.14,35.38,16.3
"bgal A15",34.9,24.77,31.42,31.69,14.62
"bgal A15",36.63,28.5,36.63,32.19,17.48
"bgal A15",50.43,30.62,38.93,43.4,25.68
"bgal A15",47.26,26.34,36.38,42.35,20.97
"bgal A15",38.74,22.82,35.43,35.71,15.03
"bgal A15",38.87,26.35,36.42,34.84,17.25
"bgal A15",45.13,32.74,39.67,37.96,24.41
"bgal A15",30.73,26.78,33.65,27.44,13.85
"bgal A15",44.98,35.24,40.98,36.74,25.95
"bgal A15",50.38,33.21,43.09,42.15,27.59
"bgal A15",53.97,35.12,42.99,44.15,31.05
"bgal A15",46.94,30.73,39.71,40.35,23.98
"bgal A15",53.62,35.27,44.93,43.78,30.97
"bgal A15",44.68,34.36,37.82,36.89,25.22
"bgal A15",45.14,31.49,39.04,38.5,23.58
"bgal A15",49.77,36.1,43.87,40.21,29.32
"bgal A15",42.44,30.96,38.44,36.4,21.83
"bgal A15",43.18,26.76,37.65,38.56,19.44
"bgal A15",38.05,30.05,39.75,32.93,19.05
"bgal A18",38.64,45.88,51.23,26.9,27.73
"bgal A18",44.31,25.67,37.71,39.93,19.2
"bgal A18",29.43,48.25,47.49,19.6,21.96
"bgal A18",47.14,27.51,39.19,41.81,21.77
"bgal A18",52.13,27.23,34.51,46.35,23.85
"bgal A18",43.47,25.16,35.1,39.35,18.48
"bgal A18",44.51,33.03,35.44,37.31,24.26
"bgal A18",46.75,33.01,41.71,39.2,25.46
"bgal A18",44.69,25.76,38.27,40.25,19.42
"bgal A18",48.14,29.46,38.54,41.92,23.68
"bgal A18",45.15,24.71,36.29,41.02,18.88
"bgal A18",45.64,32.66,40.43,38.42,24.63
"bgal A18",42.3,26.21,34.46,37.95,18.68
"bgal A18",44.12,28,37.27,38.95,20.71
"bgal A18",54.49,33.44,42.14,45.47,30.03
"bgal A18",45.33,27.01,33.83,40.39,20.59
"bgal A18",45.32,32.08,38.26,38.4,24.07
"bgal A18",46.33,30.32,39.59,39.99,23.39
"bgal A18",50.09,34.94,41.01,41.06,28.68
"bgal A18",52.04,32.91,40.1,43.69,28.28
"bgal A18",50.11,32.19,39.69,42.41,26.69
"bgal A18",47.28,31.05,39.2,40.5,24.39
"bgal A18",53.29,30.74,40.04,45.8,27.24
"bgal A18",41.59,25.62,36.29,37.5,17.98
"bgal A18",44.36,30.17,37.59,38.35,22.29
"bgal A18",48.61,31.8,39.8,41.31,25.61
"bgal A18",45.7,34.32,40.57,37.74,25.77
"bgal A18",45.09,29.47,35.75,39.25,22.18
"bgal A18",51.64,30.62,38.68,44.44,26.31
"bgal A18",46.66,27.18,38.14,41.51,21.31
"bgal A18",43.2,26.49,34.7,38.67,19.27
"bgal A19",40.54,22.48,33.01,37.46,15.5
"bgal A19",42.93,29.84,40.39,37.24,21.36
"bgal A19",48.57,30.61,40.36,41.81,24.73
"bgal A19",42.19,28.94,39.81,36.93,20.42
"bgal A19",44.15,40.84,48.53,33.4,28.87
"bgal A19",47.09,31.29,43.85,40.24,24.46
"bgal A19",49.48,31.32,42.7,42.27,25.72
"bgal A19",41.91,33.09,42.53,35.11,22.88
"bgal A19",54.67,32,44.77,46.36,28.98
"bgal A19",44.09,25.88,35.44,39.67,19.24
"bgal A19",42.58,24.59,37.34,38.72,17.72
"bgal A19",47.24,28.32,37.85,41.58,22.41
"bgal A19",47.79,28.76,38.14,41.9,23
"bgal A19",42.96,34.83,38.23,35.27,24.53
"bgal A19",43.06,32.72,36.95,36.23,23.27
"bgal A19",41.09,26.22,35.84,36.86,18.15
"bgal A19",43.71,31.44,39.48,37.29,22.8
"bgal A19",43.52,36.12,40.3,35.15,25.65
"bgal A19",36.73,37.38,39.12,29.18,22.3
"bgal A19",40.77,26.46,35.55,36.5,18.17
"bgal A19",40.93,27.58,36.63,36.28,18.95
"bgal A19",42.53,30.44,38.78,36.67,21.55
"bgal A21",46.19,32.86,36.1,38.8,25.06
"bgal A21",40.64,25.35,36.61,36.72,17.4
"bgal A21",40.35,30.11,39.46,34.9,20.24
"bgal A21",34.53,23.52,32.07,31.66,13.78
"bgal A21",40.59,35.56,39.93,33.02,23.6
"bgal A21",46.58,33.92,41.57,38.66,25.99
"bgal A21",45.18,30.04,38.84,39.11,22.62
"bgal A21",44.28,29.83,38.89,38.41,22.02
"bgal A21",40.6,29.93,36.74,35.18,20.26
"bgal A21",45.18,31.19,39.11,38.65,23.4
"bgal A21",54.03,34.81,42.72,44.36,30.84
"bgal A21",46.01,32.57,39.68,38.77,24.77
"bgal A21",50.52,34.43,41.91,41.67,28.56
"bgal A21",43.43,31.17,37.98,37.16,22.47
"bgal A21",50.77,32.94,41.58,42.61,27.61
"bgal A21",48.05,30.92,37.91,41.22,24.69
"bgal A21",41.34,32.42,37.09,34.89,22.16
"bgal A21",39.7,29.37,36.09,34.6,19.47
"bgal A21",47.11,30.71,38.57,40.51,24.06
"bgal A24",41.55,28.05,33.56,36.67,19.54
"bgal A24",34.99,30.39,30.27,30.18,17.7
"bgal A24",33.1,26.44,34.23,29.64,14.74
"bgal A24",44.5,37.7,39.12,35.21,27.22
"bgal A24",48.03,31.22,37.51,41.07,24.89
"bgal A24",54.03,34.81,42.72,44.36,30.84
"bgal A24",49.8,36.58,45.87,39.99,29.68
"bgal A24",55.87,32.09,42.51,47.34,29.68
"bgal A24",53.36,34.21,38.62,44.12,30
"bgal A24",50.44,28.88,38.07,44.17,24.36
"bgal A24",51.14,40.34,48.46,38.98,33.1
"bgal A24",51.68,33.68,42,43,28.66
"bgal A24",51.19,32.56,45.33,43.14,27.55
"bgal A25",52.09,36.6,49.08,41.82,31.05
"bgal A25",49.93,29.06,35.23,43.64,24.25
"bgal A25",44.72,28.57,36.31,39.27,21.38
"bgal A25",50.05,32.45,44.36,42.24,26.86
"bgal A25",54.03,34.81,42.72,44.36,30.84
"bgal A25",57.88,34.38,40.51,47.77,32.69
"bgal A25",46.69,30.09,42.41,40.4,23.41
"bgal A25",45.62,29.84,42.43,39.57,22.7
"bgal A25",46.2,44.7,56.81,32.84,32.5
"bgal A25",54.54,34.58,50.87,44.9,30.96
"bgal A25",44.1,40.25,43.4,33.66,28.5
"bgal A27",41.43,24.79,32.5,37.58,17.39
"bgal A27",42.77,24.33,33.09,38.96,17.62
"bgal A27",43.98,23.7,32.51,40.19,17.78
"bgal A27",43.05,26.85,33.93,38.39,19.46
"bgal A27",42.77,24.96,34.31,38.7,18.11
"bgal A27",42.04,27.38,35.28,37.33,19.34
"bgal A27",38.4,23.88,31.74,35.11,15.54
"bgal A27",33.25,22.1,31.3,30.81,12.51
"bgal A27",46.11,35.11,35.55,37.72,26.52
"bgal A27",42.26,29.85,31.56,36.65,21.03
"bgal A27",36.37,21.78,29.86,33.77,13.5
"bgal A27",36.95,21.87,29.9,34.29,13.77
"bgal A27",29.4,21.35,27.37,27.38,10.7
"bgal A27",42.55,24.65,32.63,38.68,17.75
"bgal A27",40.4,27.18,33.93,35.94,18.46
"bgal A27",40.54,22.48,33.01,37.46,15.5
"bgal A27",38.21,25.63,31.54,34.45,16.53
"bgal A27",49.93,29.06,35.23,43.64,24.25
"bgal A27",44.72,28.57,36.31,39.27,21.38
"bgal A27",42.9,24.59,31.99,39.01,17.85
"bgal A27",41.95,27.48,32.72,37.21,19.36
"bgal A27",37.01,27.21,33.01,32.91,16.92
"bgal A27",39.21,22.7,32.15,36.17,15.14
"bgal A27",39.42,21.37,30.28,36.71,14.36
"bgal A27",40.43,25.01,35.26,36.64,17.1
"bgal A27",44.39,23.02,33.99,40.85,17.36
"bgal A27",51.33,32.94,40.54,43.08,27.91
"bgal A27",41.98,27.58,32.64,37.21,19.44
"bgal A27",35.73,22.91,32.43,32.91,13.91
"bgal A27",43.85,27.52,36.48,38.89,20.26
"bgal A27",40.05,27.23,35.98,35.61,18.33
"bgal A27",41.07,24.55,33.15,37.35,17.06
"bgal A27",36.6,28.55,36.31,32.15,17.49
"bgal A27",43.13,31.69,40.28,36.7,22.66
"bgal A27",42.98,27.13,37.71,38.25,19.59
"bgal A27",43.91,26.6,35.86,39.27,19.66
"bgal A27",43.98,25.55,34.92,39.68,18.97
"bgal A27",38.24,26.53,36.13,34.21,17.08
"bgal A28",53.19,31.16,41.01,45.52,27.53
"bgal A28",52.64,36.12,45.98,42.52,31.03
"bgal A28",53.27,31.99,38.18,45.18,28.22
"bgal A28",53.49,28.56,33.59,46.99,25.57
"bgal A28",53.62,30.79,40.59,46.07,27.45
"bgal A28",57.01,29.38,40.98,49.67,27.97
"bgal A28",39.69,27.12,34.46,35.33,18.09
"bgal A28",44.45,29.73,38.83,38.6,22.04
"bgal A28",47.58,31.11,38.07,40.74,24.58
"bgal A28",52.34,36.54,47.06,42.06,31.16
"bgal A28",45.81,31.54,43.24,39.04,23.96
"bgal A28",54.63,33.74,43.31,45.43,30.35
"bgal A28",53.98,29.17,39.39,47.14,26.31
"bgal A28",49.47,26.32,36.16,44.34,21.93
"bgal A28",51.24,30.7,39.55,44.06,26.15
"bgal A28",54.47,28.41,37.83,47.91,25.91
"bgal A28",47.54,35.29,44.16,38.8,27.46
"bgal A28",53.44,31.88,41.73,45.38,28.23
"bgal A28",39.42,21.37,30.28,36.71,14.36
"bgal A28",53.03,38.47,42.53,41.52,32.99
"bgal A28",53.26,33.34,44.82,44.5,29.27
"bgal A28",49.56,30.17,37.85,42.85,24.91
"bgal A37",52.98,33.6,42.79,44.13,29.32
"bgal A37",47.67,33.12,35.84,39.92,26.05
"bgal A37",47.17,32.42,39.44,39.82,25.29
"bgal A37",46.01,25.44,34.23,41.55,19.77
"bgal A37",46.43,28.33,38.68,40.87,22.03
"bgal A37",46.89,31.88,40.22,39.81,24.76
"bgal A37",44.8,24.95,37.1,40.62,18.9
"bgal A37",51.7,33.98,44.72,42.87,28.9
"bgal A37",52.17,36.16,42.72,42.12,30.79
"bgal A37",49.13,30.89,43.48,42.16,25.23
"bgal A37",48.47,35.42,42.06,39.5,28.09
"bgal A37",49.89,28.91,40.53,43.67,24.12
"bgal A37",53.29,35.07,45.76,43.61,30.62
"bgal A37",49.14,37.51,43.85,38.98,29.92
"bgal A37",47.17,33.79,41.81,39.2,26.23
"bgal A37",49.37,29.74,39.08,42.87,24.49
"bgal A37",50,28.78,34.64,43.83,24.08
"bgal A37",46.17,32.86,41.98,38.78,25.05
"bgal A37",41.86,41.54,40.77,31.33,27.76
"bgal A37",45.71,28.14,36.59,40.3,21.56
"bgal A37",49.63,30.71,39.64,42.67,25.34
"bgal A37",48.26,37.89,45.13,38.09,29.64
"bgal A37",49.37,29.3,38.19,43.05,24.16
"bgal A37",46.04,32.19,39,38.96,24.53
"bgal A37",53.88,33.16,43.57,45.1,29.47
